PRIMARY_KEY,STATE,YEAR,ENROLL,Total Expenditure,Instruction Expenditure,Support Services Expenditure,Other Expenditure,Capital Outlay Expenditure,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,Math Score Grade 4,Math Score Grade 8,Reading Score Grade 4,Reading Score Grade 8
1996_NORTH_CAROLINA,NORTH_CAROLINA,1996,1181600,6517111,3527936,1780725,402269,687268,8535,102435,94840,91793,61593,775035,323955,1107525,224.3251249,267.8345603,216.8374628,267.2182362
1997_NORTH_CAROLINA,NORTH_CAROLINA,1997,1208695,7007690,3704935,1869526,436235,848228,8195,102951,98688,93033,62552,795088,329647,1132930,,,,
1998_NORTH_CAROLINA,NORTH_CAROLINA,1998,1230010,7688076,4130685,1936511,459818,994055,7610,102603,102456,95522,63476,810543,333983,1152136,,,,
1999_NORTH_CAROLINA,NORTH_CAROLINA,1999,1244926,8674393,4434300,2202906,472499,1365695,8515,101816,104658,96542,65558,824372,341200,1174087,,,,
2000_NORTH_CAROLINA,NORTH_CAROLINA,2000,1261586,9275837,4854623,2356589,479183,1385226,8722,101049,105105,99295,66831,835653,348168,1192543,232.4630648,280.1279472,221.6340398,255.0211927
2001_NORTH_CAROLINA,NORTH_CAROLINA,2001,1277013,9807815,5187906,2587298,508494,1307270,9320,102772,106093,102126,69602,843873,359398,1212591,,,,
2002_NORTH_CAROLINA,NORTH_CAROLINA,2002,1296156,9882399,5339340,2625671,523333,1133555,10310,104843,103726,106126,73450,848814,371987,1231111,,,,
2003_NORTH_CAROLINA,NORTH_CAROLINA,2003,1314632,9989670,5517870,2721749,528694,940500,11686,109336,105411,108717,75918,852997,386190,1250873,242.0401256,281.2403506,221.2205797,267.3636733
2004_NORTH_CAROLINA,NORTH_CAROLINA,2004,1325707,10263463,5585476,2870473,552701,943558,12468,111753,104337,109979,79257,861519,400014,1274001,,,,
2005_NORTH_CAROLINA,NORTH_CAROLINA,2005,1347177,10917913,6160224,3039968,580213,791873,9847,116829,105392,111894,82267,876442,413318,1299607,241.2355493,281.8251366,217.1344487,269.2241297
2006_NORTH_CAROLINA,NORTH_CAROLINA,2006,1378306,11725031,6342589,3344466,618610,1052527,16601,118443,108731,110965,84556,892023,417414,1326038,,,,
2007_NORTH_CAROLINA,NORTH_CAROLINA,2007,1416028,12794086,6987589,3582953,642597,1166854,16927,120998,115076,114543,85893,934399,417168,1368494,241.617994,283.8806688,217.9340426,267.0308506
2008_NORTH_CAROLINA,NORTH_CAROLINA,2008,1408316,13731201,7229214,3566002,718663,1728313,24678,117282,114909,111050,88724,916966,429719,1371363,,,,
2009_NORTH_CAROLINA,NORTH_CAROLINA,2009,1452064,14868070,7943541,3848021,751609,1647148,26688,104954,116876,109864,88983,921621,429596,1377905,243.7784601,284.3326353,219.2960459,253.8409544
2010_NORTH_CAROLINA,NORTH_CAROLINA,2010,1444409,14162497,7637844,3873929,705012,1192652,23510,115782,118617,111112,91541,918327,432196,1374033,,,,
2011_NORTH_CAROLINA,NORTH_CAROLINA,2011,1448117,13767024,7566249,3843709,696313,980517,33603,117944,116325,113238,94017,922516,433801,1389920,244.5179008,286.2670282,221.3569636,272.0786265
2012_NORTH_CAROLINA,NORTH_CAROLINA,2012,1462172,13418244,7521325,3817233,716796,728580,30329,121389,116264,115147,94648,928372,438375,1397076,,,,
2013_NORTH_CAROLINA,NORTH_CAROLINA,2013,1468228,13650536,7681386,3957680,744037,653058,30978,122209,108034,117965,96453,936407,441263,1408648,244.8017329,285.6453884,222.2277152,276.3779878
2014_NORTH_CAROLINA,NORTH_CAROLINA,2014,1441391,13540706,7573296,4015292,747335,609013,31550,119730,115539,119636,97257,941088,454963,1427601,,,,
2015_NORTH_CAROLINA,NORTH_CAROLINA,2015,1465031,14060699,7960222,4082387,746694,698847,18565,116324,118617,117902,99258,945647,462874,1427086,243.7422668,281.3310911,225.8105909,253.2277676
2016_NORTH_CAROLINA,NORTH_CAROLINA,2016,1462036,14207389,8060544,4102549,754102,912783,,,,,,,,,,,,
2017_NORTH_CAROLINA,NORTH_CAROLINA,2017,,,,,,,,,,,,,,,240.9513931,281.9260284,223.9309062,264.1575842
1992_NORTH_DAKOTA,NORTH_DAKOTA,1992,,553732,315009,152340,,34904,640,8847,9570,9102,8014,75082,34165,109887,228.6628153,283.2130747,225.2390833,
1993_NORTH_DAKOTA,NORTH_DAKOTA,1993,118793,588983,310940,156042,44647,41585,615,8752,9266,9329,8066,74760,35000,110375,,,,
1994_NORTH_DAKOTA,NORTH_DAKOTA,1994,118778,621313,319014,158223,46522,50938,639,8677,9236,9694,8418,74103,35869,110611,,,,
1995_NORTH_DAKOTA,NORTH_DAKOTA,1995,119288,621904,327382,159739,50761,39515,551,8573,9017,9859,8513,73209,36767,110527,,,,
1996_NORTH_DAKOTA,NORTH_DAKOTA,1996,119102,657809,338326,169545,52456,52160,619,8464,8736,9943,8686,73088,37952,111659,230.9041832,284.222268,,250.5781316
1997_NORTH_DAKOTA,NORTH_DAKOTA,1997,118433,679692,351542,177522,52363,47992,713,8373,8678,9555,8815,71244,38242,110199,,,,
1998_NORTH_DAKOTA,NORTH_DAKOTA,1998,116813,715126,366639,184916,54277,57202,671,7920,8416,9321,9082,68335,38001,107007,,,,
1999_NORTH_DAKOTA,NORTH_DAKOTA,1999,114546,756337,380850,192729,53045,73822,647,7560,8135,9137,9306,66761,37783,105191,,,,
2000_NORTH_DAKOTA,NORTH_DAKOTA,2000,112349,802768,402602,204117,55808,81274,701,7146,7982,8651,9072,64574,36780,102055,230.8929578,283.0738441,223.591558,267.9094153
2001_NORTH_DAKOTA,NORTH_DAKOTA,2001,108788,814838,419201,218137,58449,57760,721,7059,7759,8514,8661,62674,35593,98988,,,,
2002_NORTH_DAKOTA,NORTH_DAKOTA,2002,105936,838666,435631,224356,58523,57468,773,7013,7567,8374,8665,61303,35136,97212,,,,
2003_NORTH_DAKOTA,NORTH_DAKOTA,2003,103785,895278,448720,239435,60008,81014,752,6891,7219,8245,8313,60227,34363,95342,237.5773868,287.1446405,221.6422457,269.833416
2004_NORTH_DAKOTA,NORTH_DAKOTA,2004,101889,957480,481403,249023,62816,97116,1089,6643,7069,8127,8143,59390,33391,93870,,,,
2005_NORTH_DAKOTA,NORTH_DAKOTA,2005,100413,985502,501563,258404,64839,88341,1052,6579,7016,7993,7889,58007,32645,91704,242.7369951,286.9609534,224.8108467,267.4556943
2006_NORTH_DAKOTA,NORTH_DAKOTA,2006,98172,1017084,513113,269235,68526,92963,977,6650,6931,7874,7818,56768,32275,90020,,,,
2007_NORTH_DAKOTA,NORTH_DAKOTA,2007,96577,1042175,523778,283833,69691,90844,909,6730,6935,7472,7662,55853,31567,88329,245.4158542,291.5616119,226.3254811,252.3484739
2008_NORTH_DAKOTA,NORTH_DAKOTA,2008,94959,1085970,552250,300054,73451,88292,1262,7217,6812,7364,7608,55476,30773,87511,,,,
2009_NORTH_DAKOTA,NORTH_DAKOTA,2009,94653,1137260,579830,310316,78735,95977,1285,7472,6547,7308,7637,55819,30497,87601,245.1895263,292.8424885,225.9674719,270.7481588
2010_NORTH_DAKOTA,NORTH_DAKOTA,2010,94997,1267426,627378,342204,80790,142873,1529,7449,6974,7298,7581,57057,30288,88874,,,,
2011_NORTH_DAKOTA,NORTH_DAKOTA,2011,96255,1312226,660944,360118,86352,124967,1706,8236,7028,7436,7348,57946,29758,89410,245.156416,291.9984045,225.5775263,275.1831643
2012_NORTH_DAKOTA,NORTH_DAKOTA,2012,97555,1380563,685786,368323,93834,160904,1848,8578,7380,7500,7347,60569,30116,92533,,,,
2013_NORTH_DAKOTA,NORTH_DAKOTA,2013,101025,1516575,718970,400607,94995,224615,2054,8822,7824,7352,7389,62651,30420,95125,246.4247949,290.5151113,224.083385,255.870077
2014_NORTH_DAKOTA,NORTH_DAKOTA,2014,103272,1597210,758669,422005,100586,239992,2063,9031,7995,7652,7471,65071,30421,97555,,,,
2015_NORTH_DAKOTA,NORTH_DAKOTA,2015,106061,1804762,825445,483984,110836,303053,2213,8929,8435,7735,7459,66827,30675,99715,244.7138306,288.2441472,224.6919844,263.2476586
2016_NORTH_DAKOTA,NORTH_DAKOTA,2016,108384,1963630,867650,474679,117979,412047,,,,,,,,,,,,
2017_NORTH_DAKOTA,NORTH_DAKOTA,2017,,,,,,,,,,,,,,,244.2435153,288.1723222,221.5192659,262.7204769
2012_NORTHERN_MARIANA_ISLANDS,NORTHERN_MARIANA_ISLANDS,2012,,,,,,,462,582,776,792,630,6297,3250,10009,,,,
2013_NORTHERN_MARIANA_ISLANDS,NORTHERN_MARIANA_ISLANDS,2013,,,,,,,462,544,750,814,656,6265,3298,10025,,,,
2011_NORTHERN_MARIANA_ISLANDS,NORTHERN_MARIANA_ISLANDS,2011,,,,,,,462,608,814,841,654,6589,3308,10359,,,,
2001_NORTHERN_MARIANAS,NORTHERN_MARIANAS,2001,,,,,,,523,665,832,779,432,6773,2464,9760,,,,
2010_NORTHERN_MARIANAS,NORTHERN_MARIANAS,2010,,,,,,,462,604,841,816,716,6569,3417,10448,,,,
2008_NORTHERN_MARIANAS,NORTHERN_MARIANAS,2008,,,,,,,462,614,819,824,537,6658,3097,10217,,,,
2005_NORTHERN_MARIANAS,NORTHERN_MARIANAS,2005,,,,,,,580,727,870,810,682,7044,3291,10915,,,,
1995_NORTHERN_MARIANAS,NORTHERN_MARIANAS,1995,,,,,,,560,598,683,596,467,5667,1984,8211,,,,
2003_NORTHERN_MARIANAS,NORTHERN_MARIANAS,2003,,,,,,,585,672,841,776,596,6857,3052,10494,,,,
2002_NORTHERN_MARIANAS,NORTHERN_MARIANAS,2002,,,,,,,606,662,977,816,461,7020,2872,10498,,,,
2006_NORTHERN_MARIANAS,NORTHERN_MARIANAS,2006,,,,,,,579,725,892,939,718,7115,3191,10885,,,,
2004_NORTHERN_MARIANAS,NORTHERN_MARIANAS,2004,,,,,,,580,686,851,834,668,7072,3185,10837,,,,
1993_NORTHERN_MARIANAS,NORTHERN_MARIANAS,1993,,,,,,,421,656,633,610,384,5303,1808,7532,,,,
1999_NORTHERN_MARIANAS,NORTHERN_MARIANAS,1999,,,,,,,549,574,838,694,344,6471,2098,9118,,,,
2007_NORTHERN_MARIANAS,NORTHERN_MARIANAS,2007,,,,,,,462,689,869,855,558,6894,3159,10515,,,,
2000_NORTHERN_MARIANAS,NORTHERN_MARIANAS,2000,,,,,,,579,589,890,714,342,6594,2195,9368,,,,
2009_NORTHERN_MARIANAS,NORTHERN_MARIANAS,2009,,,,,,,462,632,862,823,635,6595,3218,10275,,,,
1992_OHIO,OHIO,1992,,9483822,5172782,2961942,,742377,9900,138911,137839,137075,116085,1126405,511330,1647635,218.7119349,268.1241978,,
1993_OHIO,OHIO,1993,1834239,10385253,5522474,3653046,451400,588386,17210,140778,136317,141534,111932,1127686,517122,1662018,,,,
1994_OHIO,OHIO,1994,1816817,10780138,5785984,3675789,472696,658754,17505,141284,136834,142132,112266,1131983,519001,1668489,,,,
1995_OHIO,OHIO,1995,1829761,11330046,6041768,3905229,510503,678965,18997,141589,138942,142469,114879,1128171,538702,1685870,,,,
1996_OHIO,OHIO,1996,1837628,11935582,6291682,4046180,532065,843253,21389,140234,137737,140248,117161,1129422,545950,1696761,,,,262.9036788
1997_OHIO,OHIO,1997,1844245,12421963,6449340,4011117,636681,1075506,20795,137372,138301,138635,120070,1133235,547865,1701895,,,,
1998_OHIO,OHIO,1998,1846585,13005301,6688427,4268412,663358,1126127,22373,134981,140467,141749,120670,1134596,541138,1698107,,,,
1999_OHIO,OHIO,1999,1834379,13865260,7115101,4550926,681105,1206274,23239,130141,142337,140706,120885,1133207,540104,1696550,,,,
2000_OHIO,OHIO,2000,1822566,14909952,7497388,4889221,725617,1378528,22988,128640,143373,139740,119704,1133611,541403,1698002,230.5742166,282.6727535,222.4359654,270.1650423
2001_OHIO,OHIO,2001,1821546,16282257,8001840,5327100,769489,1712711,23856,121772,140849,141218,117683,1129123,544353,1697332,,,,
2002_OHIO,OHIO,2002,1796603,17608944,8477091,5665971,784876,2128307,24990,130996,141120,144024,125057,1124317,554490,1703797,,,,
2003_OHIO,OHIO,2003,1803966,18760200,8958790,6097596,800930,2324140,26151,134036,136776,147064,127993,1118015,567226,1711392,237.7820679,281.6072954,221.8657991,266.3136904
2004_OHIO,OHIO,2004,1797666,19375400,9406363,6384403,811755,2139831,26119,134215,134442,147161,127379,1106754,572944,1705817,,,,
2005_OHIO,OHIO,2005,1778784,19785561,9700668,6526386,830761,2046199,29791,135854,131691,144869,130436,1095686,578352,1703829,242.1059352,283.2517747,222.5332538,252.8690625
2006_OHIO,OHIO,2006,1769200,20589584,10048571,6796495,852673,2177340,30774,133990,131258,144312,131200,1088429,583529,1702732,,,,
2007_OHIO,OHIO,2007,1758645,21336580,10202242,6930905,876199,2595974,32815,130889,132634,139939,134417,1077618,585862,1696295,244.5327317,284.8516395,225.6669878,269.7345886
2008_OHIO,OHIO,2008,1743920,21951104,10494471,7164617,896835,2568654,37873,130405,132680,137479,134522,1071216,577669,1686758,,,,
2009_OHIO,OHIO,2009,1729072,22427481,10734314,7347959,929409,2552105,29329,131114,133751,134169,118872,1064903,538951,1633183,243.6875529,285.5830138,224.5321781,272.8026339
2010_OHIO,OHIO,2010,1669748,22701333,10976072,7468941,923709,2451038,30047,129964,133202,133210,118946,1062797,531383,1624227,,,,
2011_OHIO,OHIO,2011,1655534,23010396,11074360,7570565,935953,2494681,29015,131323,130406,134219,117866,1056888,522804,1608707,244.0386216,288.6025968,223.8282139,255.8616346
2012_OHIO,OHIO,2012,1630865,22662376,10861218,7524489,924456,2416140,27558,131874,129295,133955,117623,1051867,518617,1598042,,,,
2013_OHIO,OHIO,2013,1613718,22015797,10800145,7376469,916885,1998557,28477,131003,128668,135042,114607,1049020,515611,1593108,245.5497969,289.5280968,223.8877461,266.3460632
2014_OHIO,OHIO,2014,1601566,21847582,11350255,7111920,898844,1546152,31135,129013,125215,134275,115962,1044724,519938,1595797,,,,
2015_OHIO,OHIO,2015,1600222,22561728,11620080,7324444,922732,1750785,33118,124097,127995,131692,119952,1037775,521595,1592488,243.5985912,285.0619551,224.9304197,260.5945566
2016_OHIO,OHIO,2016,1595024,23352516,12247509,7357292,956321,1854842,,,,,,,,,,,,
2017_OHIO,OHIO,2017,,,,,,,,,,,,,,,240.9283721,287.7142663,225.2611381,265.0819218
1992_OKLAHOMA,OKLAHOMA,1992,,2515272,1283577,779828,,194081,4859,45010,48793,44163,33346,387659,157824,550342,220.3198059,268.1319896,,
1993_OKLAHOMA,OKLAHOMA,1993,312817,1428916,726475,457062,113582,113949,5456,44864,48242,46153,34744,389548,162511,557515,,,,
1994_OKLAHOMA,OKLAHOMA,1994,316322,1529205,765718,473061,116301,129800,5367,46355,47929,47149,35899,389564,166593,561524,,,,
1995_OKLAHOMA,OKLAHOMA,1995,609743,3180275,1623941,921572,291242,295180,5470,48635,47407,49012,35733,390160,170011,565641,,,,
1996_OKLAHOMA,OKLAHOMA,1996,616436,3195426,1640558,948125,299920,255103,4600,50387,46526,49065,36113,388916,174549,568065,,,219.5118215,270.2134195
1997_OKLAHOMA,OKLAHOMA,1997,620695,3390894,1739943,1013092,317185,282622,2494,54203,46397,48030,37568,385735,177929,566158,,,,
1998_OKLAHOMA,OKLAHOMA,1998,623681,3617938,1811901,1079168,358001,328855,16787,44664,46750,47933,38769,384199,179642,580628,,,,
1999_OKLAHOMA,OKLAHOMA,1999,628522,3817848,1934516,1155058,366350,320344,20894,43603,47039,46999,40024,380011,179387,580292,,,,
2000_OKLAHOMA,OKLAHOMA,2000,627032,3876871,1928222,1226386,387753,286261,23475,42979,47064,46276,39409,376559,176709,576743,225.0419222,271.6457939,213.3284156,269.9489206
2001_OKLAHOMA,OKLAHOMA,2001,623110,4288405,2119420,1386368,417849,322947,25707,43214,47164,45745,38638,374591,175124,575422,,,,
2002_OKLAHOMA,OKLAHOMA,2002,622115,4467944,2193731,1439564,445761,341768,28120,45050,45662,46805,38443,373025,174356,575501,,,,
2003_OKLAHOMA,OKLAHOMA,2003,624202,4376502,2158574,1402007,453806,307213,30203,46542,44829,47258,38601,370640,174652,575495,229.0966213,271.9051513,213.5793571,252.3099157
2004_OKLAHOMA,OKLAHOMA,2004,625826,4400069,2141737,1450284,437723,320142,31803,47152,44372,47270,37938,370720,175199,577722,,,,
2005_OKLAHOMA,OKLAHOMA,2005,629145,4785987,2303527,1569038,467321,397131,33418,48667,44194,47812,38013,372169,176683,582270,233.9553288,271.3599024,213.8614501,269.6512703
2006_OKLAHOMA,OKLAHOMA,2006,634468,5094695,2437935,1677749,492085,436567,34378,49362,45369,46050,38453,373381,178292,586051,,,,
2007_OKLAHOMA,OKLAHOMA,2007,639032,5505213,2688963,1732136,526547,502002,35270,49306,46787,45831,39321,375505,178400,589175,236.8021942,274.5349894,216.955654,270.1415503
2008_OKLAHOMA,OKLAHOMA,2008,641682,5667749,2773416,1823162,555187,459000,37726,50497,47245,45149,38798,378557,176679,592962,,,,
2009_OKLAHOMA,OKLAHOMA,2009,644549,5941799,2836912,1895590,577867,568720,39784,51037,48457,45268,40046,384931,177366,602081,236.7809856,275.7119568,217.1906276,254.1291737
2010_OKLAHOMA,OKLAHOMA,2010,653592,5971651,2900568,1901671,624330,471937,40688,52114,48519,45737,39634,389362,175949,605999,,,,
2011_OKLAHOMA,OKLAHOMA,2011,658163,5644988,2866601,1814927,367172,510428,42145,53053,48690,47321,39447,393563,175383,611091,237.4290823,279.1796082,215.4775857,265.6970283
2012_OKLAHOMA,OKLAHOMA,2012,664200,5594867,2736786,1898922,385999,496119,42154,55115,49274,47856,39407,397470,176812,616436,,,,
2013_OKLAHOMA,OKLAHOMA,2013,671445,5796945,2800189,1972011,404107,557341,42770,54923,49603,48583,39498,402398,179811,624979,238.9218775,275.506732,216.9888765,264.5409997
2014_OKLAHOMA,OKLAHOMA,2014,670069,6026661,2833650,2033459,404999,687788,42218,55134,47577,48487,40729,405206,184170,631594,,,,
2015_OKLAHOMA,OKLAHOMA,2015,671715,6184819,3000894,2041507,414086,663768,41660,53462,50354,48858,42088,409036,187118,637814,239.7604814,274.5859821,221.8305101,266.955323
2016_OKLAHOMA,OKLAHOMA,2016,672777,6184152,3047217,2011100,416151,641979,,,,,,,,,,,,
2017_OKLAHOMA,OKLAHOMA,2017,,,,,,,,,,,,,,,237.3262702,274.6888834,216.5877752,268.4506416
1992_OREGON,OREGON,1992,,2898210,1556770,967075,,230464,771,37519,41443,39610,31920,325128,144002,469901,,,,
1993_OREGON,OREGON,1993,509814,3149126,1712282,1053438,98785,209804,837,37859,41290,39500,32828,327629,147819,476285,,,,
1994_OREGON,OREGON,1994,518425,3191792,1719357,1068111,110201,223352,1069,38930,41739,40473,33356,330390,149412,480871,,,,
1995_OREGON,OREGON,1995,519284,3255984,1789292,1060444,112701,213860,855,39875,41721,42141,33202,333673,151386,485914,,,,
1996_OREGON,OREGON,1996,527769,3509765,1879638,1104418,116224,305484,878,39829,41373,42862,34794,337917,157020,495815,223.4761647,276.3415132,214.4420866,
1997_OREGON,OREGON,1997,537675,3792572,1992346,1156521,127783,395441,781,38976,41710,42466,34419,339531,159559,499871,,,,
1998_OREGON,OREGON,1998,540226,3939722,2067377,1304874,139912,319162,547,37530,42784,42825,35079,339682,162272,502501,,,,
1999_OREGON,OREGON,1999,541436,4172435,2184194,1385373,152102,328891,611,37232,43348,42721,36827,338512,165730,504853,,,,
2000_OREGON,OREGON,2000,542739,4398318,2288931,1433944,148604,391189,686,37739,43436,42364,37055,338900,166182,505768,226.6294911,280.6402228,219.9369183,251.363201
2001_OREGON,OREGON,2001,544756,4715944,2435402,1553819,160650,419442,462,38085,42726,42988,38379,341457,169117,511036,,,,
2002_OREGON,OREGON,2002,549604,4980466,2475697,1597299,171505,557041,429,38204,41704,44156,39799,341611,171361,513401,,,,
2003_OREGON,OREGON,2003,552135,4978764,2458415,1546156,175667,606048,399,38785,40903,44711,40702,336860,172375,509634,236.3059056,280.8924709,217.6145353,270.734453
2004_OREGON,OREGON,2004,549196,5393871,2498566,1559219,168704,486745,988,38997,41298,44802,41125,336226,175263,512477,,,,
2005_OREGON,OREGON,2005,550502,5597579,2671228,1680005,181133,364717,1049,39759,42071,44046,39414,338084,172185,511318,238.3249306,282.2373254,216.8999802,269.4232281
2006_OREGON,OREGON,2006,556185,5386128,2834418,1803634,189427,319231,1147,39572,41754,43312,43833,339141,181683,521971,,,,
2007_OREGON,OREGON,2007,559643,5634955,2999104,1908603,199410,293730,1310,39820,42750,43018,45559,341853,181719,524882,236.0396573,283.8262772,215.0173234,250.7531745
2008_OREGON,OREGON,2008,562632,6407512,3217111,2061901,212339,621540,11855,40556,43272,43339,46120,343010,179972,534837,,,,
2009_OREGON,OREGON,2009,560726,6715011,3291310,2121378,214699,803096,21143,40563,43059,43261,46088,342745,178388,542276,238.0323272,285.0368144,218.1423405,264.2880575
2010_OREGON,OREGON,2010,560239,6398065,3246437,2054025,219391,573818,9392,40656,42924,42834,46212,342553,178119,530064,,,,
2011_OREGON,OREGON,2011,559631,6317635,3261190,2071303,224903,461979,7262,41478,42072,43653,45898,342570,176898,526730,236.914497,282.5182068,216.4401544,262.9289563
2012_OREGON,OREGON,2012,566525,6314092,3250376,2057965,228474,448562,23850,42642,42401,43578,46723,342833,178239,544922,,,,
2013_OREGON,OREGON,2013,564006,6228197,3261733,2067538,228499,343353,25902,42728,42858,43522,47075,345775,178595,550272,240.099252,283.5245891,219.1326742,267.7791997
2014_OREGON,OREGON,2014,566538,6453635,3437466,2151154,242975,311077,30461,41645,42942,43521,47566,349455,179757,559673,,,,
2015_OREGON,OREGON,2015,570376,7011609,3650855,2272382,249968,477516,,41625,44558,43067,48735,353184,181598,,237.7467089,282.8148994,220.22272,265.8792203
2016_OREGON,OREGON,2016,574252,7501954,3834741,2367410,255562,686104,,,,,,,,,,,,
2017_OREGON,OREGON,2017,,,,,,,,,,,,,,,233.13246,282.1730284,217.531073,261.2369335
1992_PENNSYLVANIA,PENNSYLVANIA,1992,,11539253,6075381,3329224,,964457,4416,129233,131248,126293,108244,1063552,486354,1554322,224.3057316,271.3784388,215.2683415,
1993_PENNSYLVANIA,PENNSYLVANIA,1993,1719829,12809067,6856146,3622113,684867,966827,4181,131842,131575,130209,107244,1079271,496382,1579834,,,,
1994_PENNSYLVANIA,PENNSYLVANIA,1994,1720681,13701725,7100564,3795048,703486,963256,3583,132132,135061,132994,109673,1092188,507639,1603410,,,,
1995_PENNSYLVANIA,PENNSYLVANIA,1995,1741698,14135826,7562476,3908949,550426,963078,3502,134584,137850,136069,111050,1103156,518048,1624706,,,,
1996_PENNSYLVANIA,PENNSYLVANIA,1996,1764117,15048791,7960931,4101534,580399,1195395,3005,133608,136710,136746,114183,1111695,527743,1642443,226.2120147,,,256.8384013
